STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TIME_HORIZ,Time horizon,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,OECD,OECD,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2032,,40053082,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,OECD,OECD,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2033,,39601499,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,OECD,OECD,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2034,,39273522,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,OECD,OECD,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2035,,39045439,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,OECD,OECD,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2036,,38891908,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,OECD,OECD,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2037,,38731844,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,OECD,OECD,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2038,,38668252,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,OECD,OECD,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2039,,38597915,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,OECD,OECD,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2040,,38529812,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ARG,Argentina,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2024,,1906456,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ARG,Argentina,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2025,,1917905,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ARG,Argentina,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2026,,1915745.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ARG,Argentina,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2027,,1904597.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ARG,Argentina,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2028,,1881299.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ARG,Argentina,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2029,,1825536.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ARG,Argentina,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2030,,1727777,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ARG,Argentina,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2031,,1615626.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ARG,Argentina,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2032,,1507673.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ARG,Argentina,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2033,,1406707.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ARG,Argentina,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2034,,1331280.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ARG,Argentina,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2035,,1295247.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ARG,Argentina,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2036,,1284305.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ARG,Argentina,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2037,,1283672,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ARG,Argentina,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2038,,1290235.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ARG,Argentina,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2039,,1294934.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,ARG,Argentina,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2040,,1299643.5,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2024,,48445649,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2025,,48511730,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2026,,48503553,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2027,,48313181,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2028,,47211356,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2029,,45300438,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2030,,42650692,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2031,,38995809,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2032,,34544832,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2033,,30484886,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2034,,27200750,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2035,,24813287,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2036,,23500689,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2037,,22761831,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2038,,22372319,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2039,,22108420,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,CHN,China (People’s Republic of),POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2040,,21872710,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2024,,65253770,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2025,,64429094,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2026,,63758125,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2027,,63019205,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2028,,62286490,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2029,,61791260,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2030,,61204239,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2031,,60360200,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2032,,59623499,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2033,,59004330,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2034,,58438753,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2035,,58110562,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2036,,57931950,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2037,,57755973,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2038,,57544447,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2039,,57300956,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IND,India,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2040,,57045397,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2024,,11279060,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2025,,11249970,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2026,,11230980,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2027,,11221410,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2028,,11219650,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2029,,11218720,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2030,,11207970,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2031,,11298590,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2032,,11376230,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2033,,11441500,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2034,,11497440,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2035,,11550380,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2036,,11489180,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2037,,11427980,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2038,,11366260,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2039,,11304700,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,IDN,Indonesia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2040,,11244160,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2024,,4779854,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2025,,4884219,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2026,,4950586,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2027,,4911175,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2028,,4776970,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2029,,4588541,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2030,,4346404,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2031,,4095034,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2032,,3877659,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2033,,3692153,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2034,,3525186,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2035,,3379772,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2036,,3248257,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2037,,3144383,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2038,,3081240,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2039,,3059282,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,RUS,Russia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2040,,3066935,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2024,,1340665,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2025,,1346563,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2026,,1353216,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2027,,1359009,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2028,,1362421,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2029,,1361978,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2030,,1356778,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2031,,1346907,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2032,,1335682,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2033,,1339767,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2034,,1362936,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2035,,1393415,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2036,,1429409,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2037,,1468317,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2038,,1494274,,A,Normal value,0,Units,,
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_PROJ(1.0),Population projections,I,SAU,Saudi Arabia,POP,Population,PS,Persons,M,Male,Y10T14,From 10 to 14 years,P,Projection,2039,,1504229,,A,Normal value,0,Units,,
